MonthlyIncome,Age,OverTime,TotalWorkingYears,DailyRate,HourlyRate,MonthlyRate,EmployeeNumber,DistanceFromHome,YearsAtCompany,NumCompaniesWorked,PercentSalaryHike,YearsWithCurrManager,EnvironmentSatisfaction,JobRole,Attrition
4724,28,No,5,736,48,24232,1387,26,5,1,11,4,High,Sales Executive,No
6179,31,Yes,10,330,98,21057,1389,22,10,1,15,7,Very High,Manufacturing Director,Yes
6120,39,Yes,8,1498,44,3567,1390,21,5,3,12,4,Low,Sales Executive,No
10596,51,No,14,541,52,15395,1391,2,4,2,11,2,Medium,Sales Executive,No
5467,41,Yes,12,1200,75,13953,1392,22,6,3,14,3,Very High,Research Scientist,No
2996,37,Yes,8,1439,54,5182,1394,4,6,7,15,3,High,Research Scientist,No
9998,33,No,8,1111,61,19293,1395,5,5,6,13,2,Medium,Sales Executive,No
4078,32,Yes,4,499,36,20497,1396,2,3,0,13,2,High,Sales Executive,No
10920,39,No,13,1485,71,3449,1397,25,6,3,21,5,High,Healthcare Representative,No
6232,25,No,6,1372,93,12477,1399,18,3,2,11,2,Low,Sales Executive,No
13247,52,Yes,24,322,59,9731,1401,28,5,2,11,2,Very High,Manufacturing Director,No
4081,43,Yes,20,930,73,20003,1402,6,20,1,14,8,Low,Research Scientist,No
5769,27,Yes,6,205,98,7100,1403,10,6,1,11,4,Very High,Sales Executive,No
2394,27,Yes,8,135,51,25681,1405,17,8,1,13,7,Very High,Research Scientist,Yes
3904,26,No,5,683,36,4050,1407,2,4,0,12,1,Low,Research Scientist,No
16799,42,No,21,1147,31,16616,1408,10,20,0,14,9,High,Manager,No
2950,52,No,12,258,54,17363,1409,8,5,9,13,4,High,Laboratory Technician,No
3629,37,No,8,1462,94,19106,1411,11,3,4,18,2,Low,Laboratory Technician,No
9362,35,No,10,200,60,19944,1412,18,2,2,11,2,High,Manufacturing Director,No
3229,25,No,7,949,81,4910,1415,1,3,4,11,2,Low,Laboratory Technician,No
3578,26,No,8,652,100,23577,1417,7,7,0,12,7,High,Laboratory Technician,No
7988,29,No,10,332,51,9769,1419,17,10,1,13,9,Medium,Human Resources,No
4284,49,No,20,1475,97,22710,1420,28,4,3,20,3,Low,Laboratory Technician,Yes
7553,29,Yes,9,337,84,22930,1421,14,8,0,12,7,High,Healthcare Representative,Yes
17328,54,No,29,971,54,5652,1422,1,20,6,19,7,Very High,Research Director,No
19701,58,Yes,32,1055,76,22456,1423,1,9,3,21,5,Very High,Research Director,No
14732,55,No,31,1136,81,12414,1424,1,7,2,13,0,Medium,Research Director,No
9278,36,Yes,15,1174,99,20763,1425,3,5,3,16,1,Low,Sales Executive,No
1359,31,No,1,667,50,16154,1427,1,1,1,12,0,Medium,Sales Representative,Yes
4779,30,No,8,855,73,12761,1428,7,3,7,14,2,Very High,Sales Executive,No
16422,31,No,9,182,93,8847,1430,8,3,3,11,0,Low,Research Director,No
2996,34,No,10,560,91,20284,1431,1,4,5,14,3,Very High,Research Scientist,No
1261,31,No,1,202,34,22262,1433,8,1,1,12,0,Low,Research Scientist,Yes
2099,27,No,6,1377,91,7679,1434,11,5,0,14,4,Medium,Laboratory Technician,No
5810,36,No,10,172,37,22604,1435,4,10,1,16,8,Low,Laboratory Technician,No
5647,36,No,11,329,98,13494,1436,16,3,4,13,2,High,Sales Executive,No
3420,47,No,17,465,74,10205,1438,1,6,7,12,2,Low,Research Scientist,No
4400,25,No,6,383,68,15182,1439,9,3,3,12,2,Low,Sales Representative,Yes
3500,37,No,7,1413,84,25470,1440,5,6,0,14,3,High,Laboratory Technician,No
2066,56,No,5,1255,90,10494,1441,1,3,2,22,0,Low,Research Scientist,No
17169,47,No,26,359,82,26703,1443,2,20,3,19,6,Low,Research Director,No
4162,24,Yes,5,1476,42,15211,1445,4,5,1,12,3,Very High,Sales Executive,No
9204,32,No,7,601,97,23343,1446,7,4,4,12,3,Very High,Sales Executive,No
3294,34,No,7,401,86,3708,1447,1,5,5,17,2,Very High,Laboratory Technician,No
2127,41,Yes,7,1283,90,5561,1448,5,4,2,12,3,Medium,Research Scientist,No
3975,40,No,11,663,81,23099,1449,9,8,3,11,7,High,Laboratory Technician,No
10793,31,No,13,326,31,8386,1453,8,13,1,18,9,Low,Sales Executive,No
10096,46,No,28,377,52,15986,1457,9,7,4,11,3,Low,Sales Executive,Yes
3646,39,Yes,11,592,54,17181,1458,2,1,2,23,0,Low,Laboratory Technician,Yes
7446,31,No,10,1445,100,8931,1459,1,10,1,11,7,High,Manufacturing Director,Yes
10851,45,Yes,24,1038,95,19863,1460,20,7,2,18,7,Medium,Healthcare Representative,No
2109,31,No,8,1398,96,24609,1461,8,3,9,18,2,Very High,Human Resources,No
3722,31,Yes,7,523,94,21081,1464,2,2,6,13,2,Medium,Laboratory Technician,Yes
9380,45,Yes,10,1448,55,14720,1465,29,3,4,18,2,Medium,Manufacturing Director,No
5486,48,No,15,1221,96,24795,1466,7,2,4,11,2,High,Sales Executive,No
2742,34,No,2,1107,52,3072,1467,9,2,1,15,2,Low,Human Resources,Yes
13757,40,No,16,218,55,25178,1468,8,9,2,11,8,Very High,Research Director,No
8463,28,No,6,866,84,23490,1469,5,5,0,18,3,Very High,Sales Executive,No
3162,44,No,7,981,90,7973,1471,5,5,3,14,3,High,Laboratory Technician,No
16598,53,No,35,447,39,19764,1472,2,9,4,12,8,Very High,Research Director,No
6651,49,No,20,1495,96,21534,1473,5,3,2,14,2,Low,Healthcare Representative,No
2345,40,No,8,896,68,8045,1474,2,3,2,14,2,High,Research Scientist,No
3420,44,No,6,1467,49,21158,1475,20,5,1,13,3,Very High,Research Scientist,No
4373,33,No,5,430,54,17456,1477,7,4,0,14,3,Very High,Sales Executive,No
4759,34,No,15,1326,81,15891,1478,3,13,3,18,12,Very High,Sales Executive,No
5301,30,No,4,1358,96,2939,1479,16,2,8,15,2,Very High,Sales Executive,No
3673,42,No,12,748,74,16458,1480,9,12,1,13,8,Low,Laboratory Technician,No
4768,44,No,11,383,79,9282,1481,1,1,7,12,0,Low,Sales Executive,No
1274,30,No,1,990,64,7152,1482,7,1,1,13,0,High,Research Scientist,No
4900,57,No,13,405,93,2721,1483,1,12,0,24,8,Medium,Research Scientist,No
10466,49,No,29,1490,35,20948,1484,7,8,3,14,7,High,Healthcare Representative,No
17007,34,No,16,829,71,11929,1485,15,14,7,14,9,Medium,Research Director,No
2909,28,No,5,1496,92,15747,1486,1,3,3,15,2,Low,Sales Representative,Yes
5765,29,No,7,115,51,17485,1487,13,5,5,11,0,Low,Sales Executive,Yes
4599,34,Yes,16,790,40,7815,1489,24,15,0,23,10,Low,Sales Executive,Yes
2404,35,No,1,660,76,16192,1492,7,1,1,13,0,Very High,Sales Representative,No
3172,24,Yes,4,381,89,16998,1494,9,0,2,11,0,Medium,Laboratory Technician,Yes
2033,24,No,1,830,78,7103,1495,13,1,1,13,0,Very High,Sales Representative,No
10209,44,Yes,16,1193,86,19719,1496,2,2,5,18,2,Medium,Manufacturing Director,No
8620,29,No,10,1246,77,23757,1497,19,10,1,14,4,High,Sales Executive,No
2064,30,No,6,330,46,15428,1499,1,5,0,21,3,High,Human Resources,No
4035,55,Yes,4,1229,30,16143,1501,4,3,0,16,2,Very High,Healthcare Representative,No
3838,33,No,8,1099,82,8192,1502,4,5,8,11,2,Low,Laboratory Technician,No
4591,47,Yes,11,571,78,24200,1503,14,5,3,17,2,High,Sales Executive,No
2561,28,No,8,289,38,5355,1504,2,0,7,11,0,High,Laboratory Technician,Yes
1563,28,No,1,1423,72,12530,1506,1,1,1,14,0,Low,Research Scientist,No
4898,28,No,5,467,55,11827,1507,7,4,0,14,3,High,Sales Executive,No
4789,49,No,10,271,43,23070,1509,3,3,4,25,2,High,Laboratory Technician,No
3180,29,No,4,410,97,4668,1513,2,3,0,13,2,Very High,Laboratory Technician,No
6549,28,No,8,1083,96,3173,1514,29,8,1,14,7,High,Manufacturing Director,No
6388,33,Yes,14,516,69,22049,1515,8,0,2,17,0,Very High,Healthcare Representative,No
11244,32,No,10,495,64,21072,1516,10,5,2,25,0,High,Manager,No
16032,54,No,26,1050,87,24456,1520,11,14,3,20,12,Medium,Manager,No
2362,29,No,11,224,100,7568,1522,1,9,6,13,7,Low,Research Scientist,Yes
16328,44,No,24,136,32,22074,1523,28,20,3,13,17,Very High,Research Director,No
8376,39,No,9,1089,32,9150,1525,6,2,4,18,2,Medium,Manufacturing Director,No
16606,46,No,23,228,51,11380,1527,3,13,8,12,1,High,Manager,No
8606,35,No,11,1029,91,21195,1529,16,11,1,19,3,Very High,Healthcare Representative,No
2272,23,No,5,507,97,24812,1533,20,4,0,14,2,Low,Laboratory Technician,No
2018,40,No,15,676,86,21831,1534,9,5,3,14,0,Very High,Laboratory Technician,Yes
7083,34,Yes,10,971,64,12288,1535,1,10,1,14,6,Very High,Sales Executive,No
4084,31,No,7,561,33,4156,1537,3,7,1,12,7,Very High,Research Scientist,Yes
14411,50,Yes,32,333,88,24450,1539,22,32,1,13,9,High,Research Director,No
2308,34,Yes,12,1440,55,4944,1541,7,11,0,25,7,Medium,Sales Representative,No
4841,42,No,4,1210,68,24052,1542,2,1,4,14,0,High,Laboratory Technician,No
4285,37,No,10,674,47,3031,1543,13,10,1,17,7,Low,Research Scientist,No
9715,29,No,9,441,39,7288,1544,8,7,3,13,7,High,Healthcare Representative,No
4320,33,No,5,575,44,24152,1545,25,5,1,13,2,Very High,Manufacturing Director,No
2132,45,No,8,950,97,4585,1546,28,5,4,20,3,Very High,Research Scientist,No
10124,42,Yes,24,288,40,18611,1547,2,20,2,14,9,Very High,Healthcare Representative,No
5473,40,No,9,1342,47,19345,1548,9,8,0,12,1,Low,Sales Executive,No
5207,33,Yes,15,589,79,22949,1549,28,15,1,12,7,Medium,Laboratory Technician,No
16437,40,Yes,21,898,38,17381,1550,6,21,1,21,7,High,Manager,No
2296,24,No,2,350,57,10036,1551,21,1,0,14,0,High,Laboratory Technician,No
4069,40,Yes,8,1142,72,8841,1552,8,2,3,18,2,Very High,Healthcare Representative,No
7441,45,No,10,538,66,20933,1553,1,10,1,12,7,Low,Healthcare Representative,No
2430,35,No,6,1402,98,26204,1554,28,5,0,23,2,Medium,Sales Representative,No
5878,32,No,12,824,67,15624,1555,5,7,3,12,5,Very High,Research Scientist,No
2644,36,Yes,7,1157,70,17001,1556,2,3,3,21,2,High,Sales Representative,No
6439,48,No,18,492,96,13693,1557,16,8,8,14,7,High,Sales Executive,No
2451,29,No,5,598,91,22376,1558,9,1,6,18,0,High,Research Scientist,No
6392,33,No,8,1242,46,10589,1560,8,2,2,13,2,Low,Sales Executive,No
9714,30,No,10,740,64,5323,1562,1,10,1,11,7,Medium,Sales Executive,Yes
6077,38,No,10,888,71,14814,1563,10,6,3,11,2,High,Human Resources,No
2450,35,No,3,992,68,21731,1564,1,3,1,19,2,Very High,Laboratory Technician,No
9250,30,No,9,1288,33,17799,1568,29,4,3,12,3,High,Sales Executive,No
2074,35,Yes,1,104,69,26619,1569,2,1,1,12,0,Low,Laboratory Technician,Yes
10169,53,No,34,607,78,14618,1572,2,33,0,16,9,High,Manufacturing Director,Yes
4855,38,No,7,903,81,7653,1573,2,5,4,11,4,High,Manufacturing Director,Yes
4087,32,No,9,1200,62,25174,1574,1,6,4,14,2,Very High,Research Scientist,No
2367,48,No,10,1108,65,16530,1576,15,8,8,12,6,High,Research Scientist,No
2972,34,No,1,479,35,22061,1577,7,1,1,13,0,Low,Research Scientist,No
19586,55,No,36,685,60,23037,1578,26,36,1,21,13,High,Manager,No
5484,34,No,9,1351,45,13008,1580,1,2,9,17,1,Medium,Research Scientist,No
2061,26,No,1,474,89,11133,1581,3,1,1,21,0,Low,Research Scientist,No
9924,38,No,10,1245,80,12355,1582,14,9,0,11,7,High,Sales Executive,No
4198,38,No,8,437,90,16379,1583,16,3,2,12,2,Medium,Sales Executive,No
6815,36,No,15,884,73,21447,1585,1,1,6,13,0,Medium,Sales Executive,No
4723,29,Yes,10,1370,87,16213,1586,3,10,1,18,5,Medium,Laboratory Technician,No
6142,35,Yes,10,670,51,4223,1587,10,5,3,16,4,Low,Healthcare Representative,No
8237,39,No,11,1462,38,4658,1588,6,7,2,11,6,Very High,Sales Executive,No
8853,29,No,6,995,87,24483,1590,2,6,1,19,3,Low,Healthcare Representative,No
19331,50,Yes,27,264,59,19519,1591,9,1,4,16,0,High,Manager,No
2073,23,No,4,977,45,12826,1592,10,2,2,16,2,Very High,Research Scientist,No
5562,36,Yes,9,1302,80,19711,1594,6,3,3,13,2,Low,Laboratory Technician,No
19613,42,No,24,1059,93,26362,1595,9,1,8,22,1,Very High,Manager,No
3407,35,No,10,750,46,25348,1596,28,10,1,17,8,Medium,Laboratory Technician,No
5063,34,No,8,653,92,15332,1597,10,8,1,14,7,Very High,Healthcare Representative,No
4639,40,No,5,118,84,11262,1598,14,5,1,15,2,Very High,Sales Executive,No
4876,43,No,8,990,87,5855,1599,27,6,5,12,2,Very High,Laboratory Technician,No
2690,35,No,1,1349,63,7713,1601,7,1,1,18,1,High,Laboratory Technician,No
17567,46,No,27,563,56,3156,1602,1,26,1,15,12,Very High,Manager,No
2408,28,Yes,1,329,51,7324,1604,24,1,1,17,0,High,Laboratory Technician,Yes
2814,22,Yes,4,457,85,10293,1605,26,4,1,14,3,Medium,Research Scientist,No
11245,50,Yes,32,1234,41,20689,1606,20,30,2,15,13,Medium,Healthcare Representative,No
3312,32,No,6,634,35,18783,1607,5,3,3,17,2,Medium,Research Scientist,No
19049,44,Yes,23,1313,31,3549,1608,7,22,0,14,10,Medium,Research Director,No
2141,30,No,6,241,48,5348,1609,7,6,1,12,1,Medium,Research Scientist,No
5769,45,Yes,10,1015,50,23447,1611,5,10,1,14,4,High,Laboratory Technician,No
4385,45,No,10,336,52,24162,1612,26,10,1,15,5,Low,Sales Executive,No
5332,31,No,10,715,54,21602,1613,2,5,7,13,3,Very High,Sales Executive,No
4663,36,Yes,7,559,76,12421,1614,12,3,9,12,1,High,Manufacturing Director,No
4724,34,No,9,426,42,17000,1615,10,9,1,13,2,High,Manufacturing Director,No
3211,49,No,10,722,84,22102,1617,25,9,1,14,4,High,Laboratory Technician,No
5377,39,No,10,1387,76,3835,1618,10,7,2,13,7,Medium,Manufacturing Director,No
4066,27,No,7,1302,67,16290,1619,19,7,1,11,7,Very High,Laboratory Technician,No
5208,35,No,16,819,48,26312,1621,18,16,1,11,10,Medium,Research Scientist,No
4877,28,No,6,580,39,20460,1622,27,5,0,21,0,Medium,Manufacturing Director,No
3117,21,No,3,546,97,26009,1623,5,2,1,18,2,High,Research Scientist,No
1569,18,Yes,0,544,70,18420,1624,3,0,1,12,0,Medium,Sales Representative,Yes
19658,47,No,27,1176,98,5220,1625,26,5,3,11,0,Very High,Manager,No
3069,39,No,11,170,76,10302,1627,3,10,0,15,7,High,Laboratory Technician,No
10435,40,No,18,884,80,25800,1628,15,18,1,13,12,Low,Manufacturing Director,No
4148,35,No,15,208,52,12250,1630,8,14,1,12,9,High,Healthcare Representative,No
5768,37,No,9,671,85,26493,1631,19,4,3,17,2,High,Manufacturing Director,No
5042,39,No,10,711,81,3140,1633,4,9,0,13,8,Low,Manufacturing Director,No
5770,45,No,10,1329,59,5388,1635,2,10,1,19,9,Very High,Manufacturing Director,No
7756,38,Yes,10,397,54,14199,1638,2,5,3,19,2,Very High,Manufacturing Director,No
10306,35,No,15,737,55,21530,1639,10,13,9,17,0,Very High,Sales Executive,Yes
3936,37,No,8,1470,71,9953,1640,10,8,1,11,7,Medium,Research Scientist,No
7945,40,Yes,18,448,84,19948,1641,16,4,6,15,3,High,Manufacturing Director,No
5743,44,Yes,14,602,37,10503,1642,1,10,4,11,2,Low,Human Resources,No
15202,48,No,23,365,89,5602,1644,4,2,2,25,2,High,Manager,No
5440,35,Yes,7,763,59,22098,1645,15,2,6,14,2,Low,Sales Executive,Yes
3760,24,Yes,6,567,32,17218,1646,2,6,1,13,3,Low,Research Scientist,No
3517,27,No,5,486,86,22490,1647,8,3,7,17,2,Medium,Research Scientist,No
2580,27,No,6,591,87,6297,1648,2,4,2,13,2,Very High,Research Scientist,No
2166,40,Yes,10,1329,73,3339,1649,7,4,3,14,3,Low,Laboratory Technician,Yes
5869,29,No,8,469,42,23413,1650,10,5,9,11,4,High,Sales Executive,No
8008,36,No,9,711,42,22792,1651,5,3,4,12,2,Medium,Healthcare Representative,No
5206,25,No,7,772,77,4973,1653,2,7,1,17,7,Very High,Manufacturing Director,No
5295,39,No,7,492,66,7693,1654,12,5,4,21,0,Very High,Manufacturing Director,No
16413,49,No,27,301,72,3498,1655,22,4,3,16,2,Low,Research Director,No
13269,50,No,19,813,50,21981,1656,17,14,5,15,11,Very High,Research Director,No
2783,20,No,2,1141,31,13251,1657,2,2,1,19,2,High,Sales Representative,No
5433,34,No,11,1130,66,19332,1658,3,11,1,12,9,Very High,Research Scientist,No
2013,36,No,15,311,77,10950,1659,7,4,2,11,3,Low,Laboratory Technician,No
13966,49,Yes,30,465,41,11652,1661,6,15,2,19,12,High,Healthcare Representative,No
4374,36,No,4,894,33,15411,1662,1,3,0,15,2,Very High,Manufacturing Director,No
6842,36,No,13,1040,79,26308,1664,3,5,6,20,4,Very High,Healthcare Representative,No
17426,54,No,36,584,91,18685,1665,22,10,3,25,7,Medium,Manager,No
17603,43,No,14,1291,65,3525,1666,15,14,1,24,11,High,Research Director,No
4581,35,Yes,13,880,36,10414,1667,12,11,3,24,7,Very High,Sales Executive,Yes
4735,38,No,19,1189,90,9867,1668,1,13,7,15,9,Very High,Research Scientist,No
4187,29,Yes,10,991,43,3356,1669,5,10,1,13,9,Low,Sales Executive,No
5505,33,No,6,392,93,3921,1670,2,6,1,14,4,Very High,Sales Executive,No
5470,32,No,10,977,45,25518,1671,2,9,0,13,6,Very High,Research Scientist,No
5476,31,No,10,1112,67,22589,1673,5,10,1,11,2,Low,Sales Executive,No
2587,49,Yes,17,464,74,24941,1674,16,2,4,16,2,Very High,Laboratory Technician,No
2440,38,No,4,148,42,23826,1675,2,4,1,22,3,Very High,Laboratory Technician,No
15972,47,No,29,1225,47,21086,1676,2,3,6,14,2,Medium,Manager,No
15379,49,No,23,809,36,22384,1677,1,8,4,14,0,High,Manager,No
7082,41,Yes,21,1206,80,11591,1678,23,2,3,16,2,Very High,Sales Executive,No
2728,20,No,2,727,54,21082,1680,9,2,1,11,2,Very High,Sales Representative,No
5368,33,Yes,7,530,36,16130,1681,16,6,1,25,2,High,Sales Executive,No
5347,36,No,10,1351,80,7419,1682,26,3,6,14,2,Low,Healthcare Representative,No
3195,44,Yes,8,528,44,4167,1683,1,2,4,18,2,High,Human Resources,No
3989,23,Yes,5,1320,93,20586,1684,8,5,1,11,2,Very High,Laboratory Technician,Yes
3306,38,No,7,1495,87,26176,1687,4,0,7,19,0,Very High,Laboratory Technician,No
7005,53,No,11,1395,48,3458,1689,24,4,3,15,2,Medium,Healthcare Representative,No
2655,48,Yes,19,708,95,11740,1691,7,9,2,11,7,Very High,Sales Representative,Yes
1393,32,No,1,1259,95,24852,1692,2,1,1,12,0,Very High,Laboratory Technician,Yes
2570,26,No,7,786,76,11925,1693,7,7,1,20,7,Very High,Laboratory Technician,No
3537,55,No,8,1441,94,23737,1694,22,4,5,12,2,Low,Research Scientist,No
3986,34,No,15,1157,57,11912,1696,5,15,1,14,13,Medium,Laboratory Technician,No
10883,60,No,19,370,92,20467,1697,1,1,3,20,0,High,Healthcare Representative,No
2028,33,No,14,267,79,13637,1698,21,14,1,18,13,Medium,Laboratory Technician,No
9525,37,No,6,1278,31,7677,1700,1,6,1,14,3,High,Sales Executive,No
2929,34,No,10,678,35,20338,1701,19,10,1,12,7,Medium,Research Scientist,No
2275,23,Yes,3,427,99,25103,1702,7,3,1,21,2,High,Sales Representative,Yes
7879,44,Yes,9,921,96,14810,1703,2,8,1,19,7,High,Healthcare Representative,No
4930,35,Yes,6,146,79,13970,1704,2,5,0,14,4,Low,Research Scientist,No
7847,43,Yes,10,1179,73,6069,1706,2,10,1,17,8,Very High,Sales Executive,No
4401,24,No,5,581,62,17616,1707,9,5,1,16,4,High,Research Scientist,No
9241,41,No,10,918,35,15869,1708,6,10,1,12,7,Very High,Sales Executive,No
2974,29,No,9,1082,43,25412,1709,9,5,9,17,2,Very High,Laboratory Technician,No
4502,36,No,17,530,51,7439,1710,2,13,3,15,7,High,Sales Representative,No
10748,45,No,25,1238,74,3395,1712,1,23,3,23,4,High,Healthcare Representative,No
1555,24,No,1,240,58,11585,1714,22,1,1,11,0,Very High,Human Resources,Yes
12936,47,No,25,1093,82,24164,1716,9,23,7,11,10,High,Sales Executive,Yes
2305,26,No,3,390,62,6217,1718,17,3,1,15,2,Very High,Laboratory Technician,No
16704,45,No,21,1005,48,17119,1719,28,21,1,11,6,Very High,Research Director,No
3433,32,No,10,585,56,17360,1720,10,5,6,13,3,Low,Research Scientist,No
3477,31,No,6,741,69,18103,1721,2,5,1,14,3,Medium,Laboratory Technician,No
6430,41,No,10,552,60,20794,1722,4,3,6,19,2,High,Human Resources,No
6516,40,Yes,18,369,92,5041,1724,8,1,2,16,0,Medium,Manufacturing Director,No
3907,24,No,6,506,91,3622,1725,29,6,1,13,2,Medium,Laboratory Technician,No
5562,46,No,19,717,34,9697,1727,13,10,6,14,9,High,Healthcare Representative,No
6883,35,No,17,1370,49,5151,1728,27,7,2,16,7,Very High,Manufacturing Director,No
2862,30,No,10,793,33,3811,1729,16,10,1,12,8,Medium,Research Scientist,No
4978,47,No,4,543,87,3536,1731,2,1,7,11,0,High,Sales Executive,No
10368,46,Yes,13,1277,74,5596,1732,2,10,4,12,3,High,Sales Executive,No
6134,36,Yes,16,1456,96,8658,1733,13,2,5,13,2,Medium,Sales Executive,Yes
6735,32,No,10,964,34,12147,1734,1,0,6,15,0,Low,Sales Executive,Yes
3295,23,No,3,160,51,12862,1735,4,3,1,13,2,High,Laboratory Technician,No
5238,31,No,9,163,30,6670,1736,24,5,2,20,4,Very High,Manufacturing Director,No
6472,39,Yes,9,792,77,8989,1737,1,9,1,15,8,Very High,Laboratory Technician,No
9610,32,No,10,371,80,3840,1739,19,4,3,13,2,Very High,Sales Executive,No
19833,40,No,21,611,88,4349,1740,7,21,1,14,8,Medium,Manager,No
9756,45,No,9,176,56,6595,1744,4,5,4,21,3,High,Human Resources,No
4968,30,No,10,1312,78,26427,1745,2,9,0,16,7,Very High,Research Scientist,No
2145,24,No,3,897,59,2097,1746,10,2,0,14,1,Low,Human Resources,No
2180,30,No,6,600,66,9732,1747,8,4,6,11,2,High,Human Resources,Yes
8346,31,No,6,1003,51,20943,1749,5,5,1,19,2,Low,Sales Executive,No
3445,27,No,6,1054,67,6152,1751,8,6,1,11,4,High,Research Scientist,No
2760,29,No,2,428,52,14630,1752,9,2,1,13,2,Medium,Sales Representative,Yes
6294,29,Yes,10,461,70,23060,1753,1,3,8,12,2,Very High,Healthcare Representative,No
7140,30,No,12,979,94,3088,1754,15,7,2,11,7,High,Sales Executive,No
2932,34,Yes,6,181,97,5586,1755,2,5,0,14,2,Very High,Research Scientist,No
5147,33,No,13,1283,62,10697,1756,2,11,8,15,7,Very High,Sales Executive,No
4507,49,No,8,1313,80,8191,1757,11,5,3,12,4,Very High,Sales Executive,No
8564,33,Yes,11,211,74,10092,1758,16,0,2,20,0,Low,Sales Executive,Yes
2468,38,No,9,594,75,15963,1760,2,6,4,14,5,High,Laboratory Technician,No
8161,31,No,10,1079,70,19002,1761,16,1,2,13,0,Low,Sales Executive,Yes
2109,29,No,1,590,91,10007,1762,4,1,1,13,0,Very High,Research Scientist,No
5294,30,No,10,305,58,9128,1763,16,7,3,16,7,High,Healthcare Representative,No
2718,32,No,12,953,65,17674,1764,5,7,2,14,7,Medium,Research Scientist,No
5811,38,Yes,15,833,60,24539,1766,18,1,3,16,0,Medium,Healthcare Representative,No
2437,43,Yes,6,807,38,15587,1767,17,1,9,16,0,High,Research Scientist,Yes
2766,42,No,7,855,57,8952,1768,12,5,8,22,4,Medium,Laboratory Technician,No
19038,55,No,34,478,60,19805,1770,2,1,8,12,0,High,Research Director,No
3055,33,No,11,775,90,6194,1771,4,9,5,15,7,Very High,Research Scientist,No
2289,41,No,5,548,94,20520,1772,9,5,1,20,4,High,Laboratory Technician,No
4001,34,Yes,15,1375,87,12313,1774,10,15,1,14,7,Very High,Sales Executive,No
12965,53,Yes,27,661,60,22308,1775,1,3,4,20,2,Low,Manufacturing Director,No
3539,43,No,10,244,97,5033,1778,2,9,0,13,8,Medium,Human Resources,No
6029,34,No,6,511,32,25353,1779,3,2,5,12,2,Very High,Sales Executive,No
2679,21,No,1,337,31,4567,1780,7,1,1,13,0,Medium,Sales Representative,Yes
3702,38,No,5,1153,40,16376,1782,6,5,1,11,4,Very High,Laboratory Technician,No
2398,22,Yes,1,1294,79,15999,1783,8,1,1,17,0,High,Laboratory Technician,Yes
5468,31,No,13,196,91,13402,1784,29,12,1,14,7,Low,Sales Executive,No
13116,51,No,15,942,53,22984,1786,3,2,2,11,2,Low,Manager,No
4189,37,No,5,589,46,8800,1787,9,5,1,14,3,Medium,Sales Executive,No
19328,46,Yes,24,734,46,14218,1789,2,2,7,17,2,High,Research Director,No
8321,36,Yes,15,1383,90,25949,1790,10,12,7,13,7,Very High,Healthcare Representative,No
2342,44,Yes,6,429,99,11092,1792,1,5,1,12,3,High,Research Scientist,Yes
4071,37,No,19,1239,89,12832,1794,8,10,2,13,7,High,Human Resources,No
5813,35,Yes,10,303,84,13492,1797,27,10,1,18,7,High,Sales Executive,Yes
3143,33,No,14,867,90,6076,1798,8,10,6,19,6,Very High,Research Scientist,No
2044,28,No,5,1181,82,5531,1799,1,5,1,11,3,High,Research Scientist,No
13464,39,No,9,1253,65,7914,1800,10,4,7,21,2,High,Research Director,No
7991,46,No,6,849,98,25166,1801,26,2,8,15,2,Medium,Sales Executive,No
3377,40,No,7,616,99,25605,1802,2,4,4,17,2,High,Laboratory Technician,No
5538,42,No,10,1128,95,5696,1803,13,0,5,18,0,Medium,Healthcare Representative,No
5762,35,No,15,1180,90,24442,1804,2,7,2,14,7,Medium,Manufacturing Director,No
2592,38,No,13,1336,100,7129,1805,2,11,5,13,8,Low,Human Resources,No
5346,34,No,11,234,93,6208,1807,9,7,4,17,7,Very High,Laboratory Technician,Yes
4213,37,No,10,370,58,4992,1809,10,10,1,15,8,Very High,Manufacturing Director,Yes
4127,39,No,7,766,83,19188,1812,20,2,2,18,2,High,Sales Executive,No
2438,43,No,7,343,52,24978,1813,9,3,4,13,2,Low,Research Scientist,No
6870,41,No,11,447,85,15530,1814,5,3,3,12,2,Medium,Healthcare Representative,No
10447,41,Yes,23,796,81,26458,1815,4,22,0,13,5,High,Sales Executive,No
9667,30,No,9,1092,64,2739,1816,10,7,9,14,2,Low,Manufacturing Director,No
2148,26,Yes,6,920,69,6889,1818,20,5,0,11,4,Very High,Human Resources,Yes
8926,46,No,13,261,66,10842,1821,21,9,4,22,7,Very High,Healthcare Representative,Yes
6513,40,No,12,1194,52,9060,1822,1,5,4,17,3,High,Healthcare Representative,No
6799,34,No,10,810,92,22128,1823,8,10,1,21,8,Medium,Sales Executive,No
16291,58,No,37,350,52,22577,1824,2,16,4,22,14,Medium,Manager,No
2705,35,No,6,185,91,9696,1826,23,5,0,16,3,Medium,Laboratory Technician,No
10333,47,Yes,28,1001,92,19271,1827,4,22,8,12,10,High,Manufacturing Director,No
4448,40,No,15,750,47,10748,1829,12,7,2,12,7,Medium,Healthcare Representative,No
6854,54,No,14,431,68,15696,1830,7,7,4,15,7,Very High,Research Scientist,No
9637,31,No,9,1125,68,8277,1833,7,3,2,14,2,Low,Sales Executive,No
